icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,true_track,vertical_rate,geo_altitude,squawk,spi,position_source
e49eef,GLO1845 ,Brazil,1759789098,1759789098,-42.2368,-21.5283,10363.2,FALSE,225.14,219.44,-0.33,10965.18,,FALSE,0
adb7c1,N983RA  ,United States,1759789050,1759789050,-111.2,32.3965,784.86,FALSE,41.62,261.47,-5.53,746.76,,FALSE,0
471f8f,WZZ912  ,Hungary,1759788984,1759788989,17.5048,40.9286,11277.6,FALSE,239.3,91.48,-0.65,11407.14,1415,FALSE,0
85188c,,Japan,1759789051,1759789051,139.7954,35.5456,,TRUE,0,59.06,,,,FALSE,0
471f8e,WZZ155T ,Hungary,1759789098,1759789098,12.3546,51.5991,11887.2,FALSE,238.69,103.59,-0.33,12192,2057,FALSE,0
8014f7,IGO082  ,India,1759789098,1759789098,52.6647,26.2457,10820.4,FALSE,232.1,113.1,3.9,11529.06,3113,FALSE,0
a2cd9b,N28WE   ,United States,1759789097,1759789097,-83.4591,29.8473,7010.4,FALSE,131.18,180.22,0,7376.16,3156,FALSE,0
a03ca4,N114SE  ,United States,1759789092,1759789095,-81.1674,35.6645,822.96,FALSE,68.04,200.35,0.65,906.78,,FALSE,0
471f9e,WZZ11XM ,Hungary,1759789098,1759789098,20.3852,51.2043,10972.8,FALSE,218.14,339.43,-0.33,10995.66,2653,FALSE,0
a341dc,MHF309  ,United States,1759789098,1759789098,-150.8971,61.3494,274.32,FALSE,56.83,62.51,0,182.88,,FALSE,0
8014c1,IGO31Q  ,India,1759789097,1759789098,77.6097,13.2515,2034.54,FALSE,129.42,303,15.93,2034.54,,FALSE,0
343141,IBS15NE ,Spain,1759789098,1759789098,-5.8425,38.4123,10972.8,FALSE,249.78,42.5,0,11643.36,6210,FALSE,0
c0480c,CGBHJ   ,Canada,1759788922,1759788922,-123.3874,48.4181,,TRUE,0,194.06,,,,FALSE,0
8014bb,IGO1006 ,India,1759789098,1759789098,102.9275,2.294,8214.36,FALSE,241.31,301.49,5.2,8717.28,,FALSE,0
a64d15,N505FW  ,United States,1759788966,1759789019,-97.2848,32.6629,236.22,FALSE,7.37,77.91,-1.3,213.36,372,FALSE,0
e0b286,FBZ5093 ,Argentina,1759789098,1759789098,-58.2426,-34.6602,807.72,FALSE,100.82,335.27,-3.58,883.92,2102,FALSE,0
c04829,ROU1935 ,Canada,1759788772,1759788797,-84.4485,47.7186,9768.84,FALSE,227.6,317.66,0,9944.1,502,FALSE,0
a5f7c2,N484DB  ,United States,1759789098,1759789098,-119.0794,34.2106,2316.48,FALSE,57.85,99.21,-0.33,2339.34,,FALSE,0
acba1b,SWA1537 ,United States,1759789098,1759789098,-89.2079,41.1091,4061.46,FALSE,187.6,60.06,-7.8,4213.86,,FALSE,0
a2ba4f,AAY2271 ,United States,1759789098,1759789098,-111.5895,33.4279,2133.6,FALSE,118.28,17.73,10.4,2171.7,,FALSE,0
c04826,ROU1673 ,Canada,1759789098,1759789098,-79.7113,40.6152,11277.6,FALSE,239.69,9.89,0,11795.76,7365,FALSE,0
acba30,EDV5212 ,United States,1759789098,1759789098,-74.4072,40.2717,2971.8,FALSE,183.73,43.98,0,3124.2,,FALSE,0
e49ed5,TAM3140 ,Brazil,1759789094,1759789095,-46.6515,-23.6338,,TRUE,3.09,33.75,,,,FALSE,0
e48ba7,TAM8071 ,Brazil,1759789098,1759789098,-8.1594,35.1056,9448.8,FALSE,243.68,218.83,0,10050.78,2557,FALSE,0
471f6b,WZZ65ZL ,Hungary,1759789098,1759789098,20.6531,51.9766,2682.24,FALSE,148.69,108.56,-6.5,3421.38,4615,FALSE,0
e0b281,JES3231 ,Argentina,1759788828,1759788828,-58.4124,-34.5579,,TRUE,0.19,36.56,,,2330,FALSE,0
a3da0d,N34727  ,United States,1759789096,1759789098,-122.3611,47.0664,304.8,FALSE,43.21,180,-0.33,342.9,47,FALSE,0
4520ea,SWT435  ,Bulgaria,1759789098,1759789098,5.3718,54.4813,11582.4,FALSE,217.85,249.25,0,12009.12,746,FALSE,0
e48baa,TAM8146 ,Brazil,1759789091,1759789095,-42.1774,-15.9852,9448.8,FALSE,259.52,26.11,0,9966.96,,FALSE,0
a39d95,DAL1321 ,United States,1759789098,1759789098,-74.6354,40.5881,1744.98,FALSE,144.58,349.13,-0.33,1851.66,2275,FALSE,0
a64d27,N505GP  ,United States,1759789098,1759789098,-75.8622,40.046,2735.58,FALSE,162.19,144.29,-10.4,2880.36,7105,FALSE,0
aa927a,KPO780  ,United States,1759789098,1759789098,-93.0251,30.6116,13106.4,FALSE,265.17,114.78,-0.33,13845.54,1151,FALSE,0
a2ba3f,N275ND  ,United States,1759789098,1759789098,-71.2655,42.4734,213.36,FALSE,53.71,36.43,-2.28,259.08,,FALSE,0
c04811,ROU1900 ,Canada,1759789097,1759789097,-90.9183,48.4917,11277.6,FALSE,273.25,102.28,0.33,11254.74,5434,FALSE,0
344455,IBS1582 ,Spain,1759789098,1759789098,-3.7167,40.0201,3131.82,FALSE,157.86,41.17,-3.9,3421.38,4444,FALSE,0
471f68,WMT4TH  ,Hungary,1759789098,1759789098,23.8711,42.7863,10858.5,FALSE,269.99,39.67,-2.28,10972.8,1201,FALSE,0
aa0909,ENY4326 ,United States,1759789089,1759789094,-87.9188,41.9716,,TRUE,0,270,,,,FALSE,0
7c7184,WPI     ,Australia,1759789098,1759789098,153.0467,-29.1458,2217.42,FALSE,50.94,181.16,0,2377.44,,FALSE,0
34310d,BCS55K  ,Spain,1759789098,1759789098,9.8408,49.1138,10058.4,FALSE,199.33,28.35,0,10401.3,5520,FALSE,0
a09322,SKW5335 ,United States,1759789098,1759789098,-87.276,41.965,2484.12,FALSE,135.3,270.22,-3.58,2575.56,3216,FALSE,0
a5d1f7,SWA3098 ,United States,1759789098,1759789098,-96.5968,32.7328,1828.8,FALSE,142.03,324.58,0.33,1905,6522,FALSE,0
c020d3,CFMLE   ,Canada,1759788924,1759788924,-73.2452,45.5118,22.86,FALSE,35.12,211.83,-7.15,45.72,457,FALSE,0
a03cd6,FWR1070 ,United States,1759789098,1759789098,-97.4841,36.3638,12489.18,FALSE,261.44,127.16,0.33,13045.44,3521,FALSE,0
a4b1ff,0,United States,1759789098,1759789098,-121.0332,37.7649,5867.4,FALSE,181.74,257.58,-11.38,6065.52,,FALSE,0
a99a52,FFT2051 ,United States,1759789098,1759789098,-87.5118,31.5994,10972.8,FALSE,232.98,219.98,0,11612.88,2534,FALSE,0
471f4a,WZZ58TE ,Hungary,1759789098,1759789098,21.3748,40.8652,5730.24,FALSE,176.3,20.5,-7.15,5806.44,6563,FALSE,0
471f78,WMT85YJ ,Hungary,1759789098,1759789098,25.4827,44.2575,2240.28,FALSE,174.11,39,-9.1,2286,6560,FALSE,0
ad4250,N9531J  ,United States,1759789098,1759789098,-96.3695,33.274,1348.74,FALSE,51.95,187.97,0.98,1363.98,1252,FALSE,0
7809a9,CCA965  ,China,1759789098,1759789098,89.2961,56.2307,9753.6,FALSE,231.45,294,0,9326.88,,FALSE,0
471f71,WMT48BT ,Hungary,1759789098,1759789098,24.8695,43.7105,5913.12,FALSE,203.59,38.43,-11.7,5996.94,202,FALSE,0
471f72,WMT525  ,Hungary,1759788879,1759788879,26.0775,44.5761,129.54,FALSE,73.97,84.01,-3.9,213.36,427,FALSE,0
a35605,DAL2104 ,United States,1759789098,1759789098,-84.4365,33.6307,,TRUE,10.29,270,,,2771,FALSE,0
4400b7,EJU73VP ,Austria,1759789098,1759789098,-3.8508,45.8862,11887.2,FALSE,222.67,183.58,0,12512.04,5234,FALSE,0
4400b2,EJU93TR ,Austria,1759789098,1759789098,8.3585,44.3804,8206.74,FALSE,170.25,41.2,-4.88,8572.5,1000,FALSE,0
ada570,N979DS  ,United States,1759789097,1759789098,-75.553,39.2571,487.68,FALSE,52.76,133.81,-2.28,563.88,,FALSE,0
4520c4,BCS406  ,Bulgaria,1759789098,1759789098,8.0756,50.4822,4061.46,FALSE,118,326.38,-5.2,4267.2,7533,FALSE,0
a00973,N101LP  ,United States,1759789013,1759789013,-121.0594,38.95,640.08,FALSE,43.14,8.23,-4.55,617.22,,FALSE,0
a00978,N101LU  ,United States,1759789098,1759789098,-80.533,26.5111,1981.2,FALSE,56.27,284.29,-0.33,2042.16,,FALSE,0
ae623c,WAKE82  ,United States,1759789098,1759789098,-106.5885,35.0508,1706.88,FALSE,27.44,239.59,-1.63,1684.02,,FALSE,0
471f55,WMT954  ,Hungary,1759789098,1759789098,22.6054,47.3018,11262.36,FALSE,232.6,84.42,0.33,11292.84,2225,FALSE,0
a831e5,SKW5872 ,United States,1759789098,1759789098,-105.2072,40.4688,5890.26,FALSE,188.99,118.45,-7.48,6065.52,6635,FALSE,0
7809d6,CSZ306  ,China,1759789006,1759789007,110.1934,20.1689,10081.26,FALSE,233.96,51.52,0,10736.58,,FALSE,0
a594fa,EJA459  ,United States,1759789098,1759789098,-106.6591,39.7463,7574.28,FALSE,205.35,80.77,17.23,7787.64,,FALSE,0
a36980,AAY55   ,United States,1759789096,1759789096,-118.1352,37.3604,8534.4,FALSE,236.05,275.13,0,8862.06,,FALSE,0
a46304,DAL2152 ,United States,1759789098,1759789098,-87.3742,39.8629,11887.2,FALSE,227.87,171.43,0,12390.12,1342,FALSE,0
c81cb1,ZKLJF   ,New Zealand,1759789098,1759789098,172.5672,-43.6076,609.6,FALSE,55.68,196.09,0.98,464.82,,FALSE,0
a88d47,FFT2407 ,United States,1759789097,1759789098,-122.7305,46.5471,5318.76,FALSE,183.71,358.56,-10.4,5539.74,6757,FALSE,0
a76d5a,JIA5441 ,United States,1759789098,1759789098,-96.2299,32.255,6423.66,FALSE,206.15,285.04,-7.8,6781.8,7307,FALSE,0
471f36,WZZ69DU ,Hungary,1759787301,1759789097,22.6335,51.78,3741.42,FALSE,228.64,10.5,0,10660.38,1204,FALSE,0
a40ca4,DAL374  ,United States,1759789098,1759789098,-96.6901,32.5949,4152.9,FALSE,171.38,316.34,-4.88,4343.4,3125,FALSE,0
471f38,WZZ5WQ  ,Hungary,1759788801,1759788803,19.1658,50.4758,548.64,FALSE,63.28,269.53,-3.25,617.22,5153,FALSE,0
471f05,WMT1130 ,Hungary,1759789098,1759789098,15.3103,45.1592,10668,FALSE,260.22,143.76,0,10797.54,6025,FALSE,0
a1bfde,N2112G  ,United States,1759789094,1759789098,-97.1664,33.2619,899.16,FALSE,49.9,359.41,1.3,906.78,,FALSE,0
ae6294,LTHL261 ,United States,1759789098,1759789098,-97.8269,27.4223,2225.04,FALSE,146.31,237.93,21.13,2316.48,,FALSE,0
e07543,ARG1650 ,Argentina,1759789094,1759789094,-58.4128,-34.5594,,TRUE,4.12,137.81,,,,FALSE,0
7c2f04,VHJKM   ,Australia,1759789097,1759789097,153.0658,-27.2068,,TRUE,0,84.38,,,,FALSE,0
ae626a,BLZR214 ,United States,1759789098,1759789098,-98.5778,28.0322,4411.98,FALSE,185.22,115.85,-15.93,4640.58,5146,FALSE,0
a3560b,DAL2782 ,United States,1759789098,1759789098,-72.5152,40.5358,10363.2,FALSE,234.32,226.25,-0.33,10843.26,7345,FALSE,0
885281,THA911  ,Thailand,1759789094,1759789094,97.9065,14.632,10424.16,FALSE,12.44,82.87,-10.08,9464.04,4651,FALSE,0
ac47b7,SWA3719 ,United States,1759789098,1759789098,-79.8219,26.1368,9212.58,FALSE,226.41,292.02,-5.2,9768.84,,FALSE,0
ab27d3,N818HR  ,United States,1759789098,1759789098,-96.8703,33.2794,906.78,FALSE,133.84,196.07,0,929.64,243,FALSE,0
ae626f,BLZR219 ,United States,1759789098,1759789098,-98.2248,28.0366,4907.28,FALSE,221.82,334.45,1.3,5151.12,5150,FALSE,0
c07e2c,ACA175  ,Canada,1759789092,1759789092,-79.6172,43.6803,,TRUE,0.06,137.81,,,1000,FALSE,0
a2ccee,N28PG   ,United States,1759788974,1759788983,-122.9362,46.4826,1623.06,FALSE,57.49,173.32,0.65,1661.16,4636,FALSE,0
a9ea9c,N738UY  ,United States,1759789098,1759789098,-97.2417,33.0349,,TRUE,37.56,90.78,-6.18,,4410,FALSE,0
a84625,N632LA  ,United States,1759789097,1759789098,-111.8312,32.8344,1714.5,FALSE,55.07,209.68,0.33,1714.5,,FALSE,0
ab5de4,JUS2130 ,United States,1759789098,1759789098,-95.1968,32.5144,10972.8,FALSE,214.99,224.9,0,11620.5,6700,FALSE,0
407b55,WUK7DB  ,United Kingdom,1759789098,1759789098,16.789,45.6439,10957.56,FALSE,211.42,316.48,0,11056.62,5534,FALSE,0
a4765f,N387MA  ,United States,1759789096,1759789097,-120.2519,37.3415,1127.76,FALSE,52.12,131.4,2.28,1097.28,,FALSE,0
a2104a,N232DS  ,United States,1759789035,1759789035,-115.1894,36.2061,,TRUE,4.63,225,,,,FALSE,0
4cc278,ICE623  ,Iceland,1759789098,1759789098,-73.4029,43.3315,8404.86,FALSE,199,228.56,-9.43,8793.48,713,FALSE,0
e49f43,AZU2903 ,Brazil,1759789098,1759789098,-44.8435,-23.0683,8534.4,FALSE,202.76,256.35,0,9037.32,,FALSE,0
c07e32,ACA791  ,Canada,1759789098,1759789098,-97.015,44.7261,10363.2,FALSE,199.38,259.44,0,10507.98,2204,FALSE,0
c07e33,ACA421  ,Canada,1759789098,1759789098,-79.1769,43.8799,1630.68,FALSE,110.3,255.96,-6.18,1699.26,1024,FALSE,0
ac7dc9,N9038H  ,United States,1759789098,1759789098,-121.0872,38.5392,2133.6,FALSE,52.96,50.12,0,2141.22,,FALSE,0
a34358,UAL108  ,United States,1759789098,1759789098,-77.4572,38.9392,,TRUE,1.8,171.56,,,,FALSE,0
a41ffc,MVK77   ,United States,1759789008,1759789008,-93.6605,44.3161,609.6,FALSE,45.44,195.77,-3.25,640.08,,FALSE,0
a4764e,N387LJ  ,United States,1759789097,1759789098,-83.3123,40.1069,1249.68,FALSE,137.26,60.84,-5.53,1303.02,2664,FALSE,0
c035cc,WJA431  ,Canada,1759789098,1759789098,-101.7461,51.7764,10972.8,FALSE,196.02,283.82,-0.33,10850.88,6310,FALSE,0
a2dffe,UAL1973 ,United States,1759789098,1759789098,-81.1172,40.5952,10668,FALSE,271.25,97.3,0,11163.3,1463,FALSE,0
a1f00e,MXY907  ,United States,1759788844,1759788880,-79.0843,34.0981,2598.42,FALSE,124.48,158.42,-6.5,2743.2,5732,FALSE,0
a22358,RPA5593 ,United States,1759789098,1759789098,-77.8765,41.1818,10058.4,FALSE,254.99,99.41,0.33,10546.08,5614,FALSE,0
a08057,EJA131  ,United States,1759789091,1759789096,-121.9369,37.3639,,TRUE,0.06,227.81,,,,FALSE,0
a64ce6,DAL426  ,United States,1759789098,1759789098,-74.5477,41.1593,7269.48,FALSE,225.68,238.99,3.25,7635.24,3042,FALSE,0
a47656,N387LS  ,United States,1759788824,1759788824,-93.432,44.8237,312.42,FALSE,62.86,280.85,-4.23,365.76,,FALSE,0
a0f67c,N161MD  ,United States,1759789098,1759789098,-112.923,36.2974,12496.8,FALSE,230.79,164.35,0.33,12923.52,,FALSE,0
a7bca2,N598RM  ,United States,1759789093,1759789097,-87.2516,34.2648,4831.08,FALSE,139.01,256.74,1.3,5105.4,2254,FALSE,0
ab177a,N8134W  ,United States,1759789097,1759789098,-96.0209,36.2468,609.6,FALSE,59.61,244.98,0.98,579.12,,FALSE,0
801744,IGO46RP ,India,1759789098,1759789098,76.3319,15.5652,10988.04,FALSE,241.59,321.4,0,11620.5,,FALSE,0
a71337,JIA5173 ,United States,1759789098,1759789098,-79.4693,36.9288,9753.6,FALSE,228.83,217.05,0,10271.76,3074,FALSE,0
e49f21,AZU8751 ,Brazil,1759789098,1759789098,-47.2022,-22.8011,2011.68,FALSE,124.09,232.75,-1.63,2141.22,,FALSE,0
a7130c,SWA219  ,United States,1759789098,1759789098,-87.6993,34.9259,11887.2,FALSE,236.43,357.13,0,12527.28,,FALSE,0
c07e59,WJA1775 ,Canada,1759789097,1759789098,-122.1848,40.6346,12192,FALSE,226.88,359.48,-0.33,12573,,FALSE,0
a46310,DAL2460 ,United States,1759789098,1759789098,-78.7791,34.3059,10347.96,FALSE,238.75,214.82,0,10911.84,1745,FALSE,0
a4b354,N4014Z  ,United States,1759789098,1759789098,-80.3735,25.6537,160.02,FALSE,60.56,253.72,-1.3,137.16,,FALSE,0
c035d4,JZA784  ,Canada,1759788982,1759789077,-79.6014,43.6785,,TRUE,6.94,45,,,523,FALSE,0
a5702c,N45EE   ,United States,1759789098,1759789098,-71.1122,42.0707,1630.68,FALSE,90.74,150.82,-0.33,1729.74,,FALSE,0
8.85E+04,THA940  ,Thailand,1759789026,1759789026,70.5842,30.1311,10363.2,FALSE,233.31,318.75,-0.33,10789.92,,FALSE,0
a1acdb,RPA5682 ,United States,1759789098,1759789098,-74.8774,39.9281,9448.8,FALSE,243.86,46.88,-0.33,9890.76,,FALSE,0
ab178f,N8135G  ,United States,1759789086,1759789086,-98.1399,32.1789,762,FALSE,42.02,140.46,2.28,662.94,1200,FALSE,0
8.85E+05,THA941  ,Thailand,1759789098,1759789098,100.7672,14.1111,2293.62,FALSE,109.89,20.56,-2.93,2362.2,,FALSE,0
a2101f,MXY745  ,United States,1759789098,1759789098,-80.1141,37.3888,8534.4,FALSE,233.22,131.6,0,8999.22,,FALSE,0
a64cdb,DAL197  ,United States,1759789098,1759789098,-149.5893,61.0064,10972.8,FALSE,253.05,275.02,0,10721.34,,FALSE,0
c035bf,JZA909  ,Canada,1759789098,1759789098,-87.6361,41.988,1287.78,FALSE,104.95,270.28,-5.53,1325.88,5100,FALSE,0
a3a630,N334RP  ,United States,1759789097,1759789098,-85.096,36.8865,3291.84,FALSE,85.89,140.59,0.98,3444.24,,FALSE,0
aae465,AAL3248 ,United States,1759789098,1759789098,-75.2176,40.0117,1752.6,FALSE,122.71,96.5,0,1866.9,2114,FALSE,0
ab4ae9,AAL127  ,United States,1759789097,1759789098,-164.6909,58.0979,10972.8,FALSE,194.47,270.45,0,11010.9,,FALSE,0
7cb036,83C     ,Australia,1759789098,1759789098,150.8347,-31.0827,365.76,FALSE,24.02,133.26,0.33,441.96,,FALSE,0
3c4b34,DLH510  ,Germany,1759789098,1759789098,-9.1167,39.9567,9448.8,FALSE,248.45,239.24,0,10020.3,2560,FALSE,0
3c4b32,DLH441  ,Germany,1759789098,1759789098,-89.9377,40.0815,10058.4,FALSE,275.36,30.54,0,10485.12,7350,FALSE,0
abadf9,SWA3090 ,United States,1759789097,1759789097,-109.3725,33.9872,12192,FALSE,204.34,287.89,0,12725.4,577,FALSE,0
3c4b31,DLH457  ,Germany,1759789098,1759789098,-118.5435,33.8173,1150.62,FALSE,134.9,171,10.08,1112.52,,FALSE,0
3c4b26,DLH506  ,Germany,1759789098,1759789098,-7.2509,43.4257,9448.8,FALSE,247.94,219.11,0,10027.92,4102,FALSE,0
c07e01,Q130    ,Canada,1759789091,1759789095,-73.3106,45.8228,60.96,FALSE,11.13,236.31,-2.28,76.2,1267,FALSE,0
a9ea61,N738SP  ,United States,1759789098,1759789098,-122.9655,45.1179,304.8,FALSE,51.9,252.1,-2.6,320.04,,FALSE,0
e49f5b,AZU4410 ,Brazil,1759788709,1759788878,-48.5789,-26.3763,10218.42,FALSE,204.76,5.77,0.33,10812.78,,FALSE,0
a3ffe0,N357LZ  ,United States,1759789098,1759789098,-93.436,44.8258,388.62,FALSE,15.23,281.69,-0.65,426.72,,FALSE,0
e49f5a,AZU4809 ,Brazil,1759789098,1759789098,-49.6272,-20.835,3352.8,FALSE,177.89,135.59,0,3535.68,,FALSE,0
7cb028,82Y     ,Australia,1759789098,1759789098,152.9638,-26.8579,274.32,FALSE,35.06,202.43,1.3,365.76,,FALSE,0
e48c2f,GLO1173 ,Brazil,1759788921,1759788921,-47.9386,-15.8806,1036.32,FALSE,79.94,85.94,-4.55,1051.56,,FALSE,0
3c4b2f,DLH455  ,Germany,1759789098,1759789098,-121.6923,38.3299,5463.54,FALSE,227.74,44.27,8.45,5654.04,,FALSE,0
ac245c,SWA1743 ,United States,1759789098,1759789098,-89.2999,39.6143,11277.6,FALSE,271.56,84.02,0,11757.66,7761,FALSE,0
a03e33,N11454  ,United States,1759789098,1759789098,-89.6894,45.038,975.36,FALSE,48.37,147.15,-0.98,1013.46,,FALSE,0
a4503d,DAL736  ,United States,1759789055,1759789056,-111.979,40.7875,,TRUE,8.23,264.38,,,2754,FALSE,0
3430cd,VOE2SA  ,Spain,1759789098,1759789098,7.9883,43.9266,9753.6,FALSE,200.7,54.6,-0.33,10195.56,4632,FALSE,0
3430cc,VLG60YC ,Spain,1759788904,1759788905,2.0808,41.2945,,TRUE,0,64.69,,,1000,FALSE,0
ad8aa9,N9717   ,United States,1759787981,1759789084,-122.9568,45.5413,,TRUE,0.06,270,,,,FALSE,0
a9ea5c,N738SJ  ,United States,1759789096,1759789096,-86.4395,34.2314,1188.72,FALSE,47.96,202.71,-0.33,1226.82,,FALSE,0
3c4b2c,DLH403  ,Germany,,1759788961,,,,FALSE,3.09,25.31,,,,FALSE,0
a5f953,N484VC  ,United States,1759789098,1759789098,-117.0083,33.1491,1706.88,FALSE,48.58,174.53,0,1691.64,,FALSE,0
800448,AXB576  ,India,1759789097,1759789098,73.8855,14.987,12496.8,FALSE,220.42,152.78,0,13129.26,,FALSE,0
a85931,QXE2598 ,United States,1759789097,1759789097,-121.4858,43.3266,10668,FALSE,234.13,164.71,0,11033.76,,FALSE,0
a46368,HAL10   ,United States,1759789098,1759789098,-119.5039,32.8484,8313.42,FALSE,229.85,64.12,-8.45,8648.7,,FALSE,0
a6afac,N53SH   ,United States,1759789047,1759789086,-80.4417,28.5207,3032.76,FALSE,79.41,155.1,0,3185.16,,FALSE,0
801785,,India,,1759789095,,,10058.4,FALSE,225.91,98.78,0,10713.72,4570,FALSE,0
a52cc8,RPA4412 ,United States,1759789098,1759789098,-78.688,41.2756,9448.8,FALSE,244.82,98.22,0,9883.14,5751,FALSE,0
a008aa,VTE3071 ,United States,1759789098,1759789098,-87.2974,41.8096,2407.92,FALSE,113.75,91.81,0.33,2499.36,1335,FALSE,0
a21060,EPI232  ,United States,1759789098,1759789098,-111.0604,32.1667,1600.2,FALSE,52.83,112.32,-5.53,1584.96,,FALSE,0
4cc279,ICE631  ,Iceland,1759789093,1759789093,-71.012,42.3584,,TRUE,2.57,278.44,,,2404,FALSE,0
778827,SYR446  ,Syrian Arab Republic,1759788938,1759789098,34.1212,35.872,11269.98,FALSE,263.52,118.07,0,11917.68,2375,FALSE,0
ac379a,SWA1860 ,United States,1759788835,1759788835,-73.8677,40.7741,,TRUE,4.37,250.31,,,576,FALSE,0
80044b,AXB386  ,India,1759789097,1759789097,54.513,25.6683,10668,FALSE,231.98,108.35,0,11330.94,3111,FALSE,0
a2239c,N237MH  ,United States,1759789098,1759789098,-74.1064,40.6918,144.78,FALSE,25.09,118.14,5.2,182.88,161,FALSE,0
778821,FYC782  ,Syrian Arab Republic,1759789097,1759789097,46.2333,30.8291,9753.6,FALSE,232.06,292.41,0,10424.16,3552,FALSE,0
80044e,,India,1759789049,1759789049,57.0553,24.1398,8671.56,FALSE,228.13,307.67,-6.18,,,FALSE,0
a008c5,DAL369  ,United States,1759789098,1759789098,-99.5115,41.3793,10363.2,FALSE,193.9,253.82,0.33,10637.52,7473,FALSE,0
a3fffc,DAL2815 ,United States,1759789098,1759789098,-84.4248,33.6438,,TRUE,0,329.06,,,,FALSE,0
a9ea58,N738SE  ,United States,1759789095,1759789096,-122.9834,46.6919,175.26,FALSE,40.67,357.83,4.23,213.36,,FALSE,0
4cc27f,ICE615  ,Iceland,1759789076,1759789098,-63.9727,48.4649,10972.8,FALSE,226.83,220.95,0,11346.18,2506,FALSE,0
a3a65f,AAL3160 ,United States,1759789098,1759789098,-72.2541,42.6386,6164.58,FALSE,206.63,98.74,-8.78,6484.62,3112,FALSE,0
3443cc,7777XACN,Spain,,1759789098,,,,FALSE,16.46,39.38,,,,FALSE,0
a39e0c,ENY4295 ,United States,1759789017,1759789017,-98.2653,41.5338,7924.8,FALSE,213.18,184.71,0,8199.12,3022,FALSE,0
ada5ee,JBU416  ,United States,1759789098,1759789098,-109.0643,38.8521,10652.76,FALSE,259.15,71.6,1.3,10942.32,,FALSE,0
a82047,N62218  ,United States,1759789098,1759789098,-80.5901,26.1433,457.2,FALSE,55.8,292.78,-0.65,441.96,,FALSE,0
3443d1,VLG67CB ,Spain,1759789088,1759789088,2.0756,41.2918,,TRUE,3.34,247.5,,,6562,FALSE,0
addb47,NKS2198 ,United States,1759789098,1759789098,-83.8043,35.7203,11887.2,FALSE,240.64,158.43,0.33,12519.66,7403,FALSE,0
3443d3,VLG80PW ,Spain,1759789097,1759789098,5.9519,40.9636,11582.4,FALSE,212.59,275.97,0,12169.14,1000,FALSE,0
c0104f,ACA859  ,Canada,1759789098,1759789098,-64.3268,46.9581,12192,FALSE,234.5,262.56,0,12626.34,2473,FALSE,0
a8dcee,NKS3188 ,United States,1759789097,1759789098,-87.4715,37.9233,10972.8,FALSE,207.45,223.19,0,11506.2,4160,FALSE,0
a45091,DAL2606 ,United States,1759789096,1759789097,-120.3188,41.6845,10972.8,FALSE,205.69,350.21,0,11330.94,,FALSE,0
ae0e93,R26632  ,United States,1759789098,1759789098,-85.2528,32.6406,1158.24,FALSE,47.73,172.57,-2.93,1226.82,,FALSE,0
a235b7,SWA1654 ,United States,1759789098,1759789098,-95.2771,39.7511,3627.12,FALSE,178.64,136.05,0,3756.66,4246,FALSE,0
a248e6,CXK624  ,United States,1759789091,1759789091,-121.5326,38.4332,335.28,FALSE,46.3,36.87,0.33,289.56,,FALSE,0
a7139c,N555SP  ,United States,1759789096,1759789097,-86.3225,42.3938,2407.92,FALSE,76.89,192.36,0.33,2468.88,,FALSE,0
a45072,DAL587  ,United States,1759789096,1759789097,-84.4261,33.6204,,TRUE,25.21,78.75,,,2750,FALSE,0
0d10bc,VIV7405 ,Mexico,1759789048,1759789048,-109.3273,29.8547,10972.8,FALSE,212.92,294.71,0,11574.78,,FALSE,0
ae62f8,BLZR280 ,United States,1759789094,1759789094,-97.8029,27.5012,,TRUE,6.43,225,,,5144,FALSE,0
a27e21,N26RF   ,United States,1759789076,1759789076,-75.4435,40.6489,,TRUE,0,47.81,,,,FALSE,0
aa8164,AAL3115 ,United States,1759789098,1759789098,-104.5348,39.8537,2377.44,FALSE,120.46,112.07,5.85,2438.4,3247,FALSE,0
a6e04c,KSF42   ,United States,1759789088,1759789088,-81.1943,41.2899,853.44,FALSE,20.64,274.29,-0.65,914.4,,FALSE,0
4aca15,NSZ5053 ,Sweden,1759789098,1759789098,-4.3656,39.1854,11277.6,FALSE,221.1,211.1,0,11932.92,760,FALSE,0
e0b198,JES3234 ,Argentina,1759789090,1759789096,-58.4046,-34.5642,,TRUE,0,137.81,,,,FALSE,0
a3b8e1,AAL1627 ,United States,1759789098,1759789098,-99.8484,33.5547,9753.6,FALSE,218.97,288.35,-0.33,10279.38,5216,FALSE,0
a8469e,QXE2444 ,United States,1759789097,1759789098,-120.4993,47.5408,8023.86,FALSE,212.59,91.94,5.53,8328.66,6661,FALSE,0
addb4a,AAL1111 ,United States,1759789098,1759789098,-84.5952,41.1609,10363.2,FALSE,208.45,248.12,0.33,10797.54,535,FALSE,0
e48ad4,TAM4736 ,Brazil,1759789098,1759789098,-47.4495,-22.214,8206.74,FALSE,234.81,349.65,6.5,8702.04,,FALSE,0
